!# Results of ROTMAS saved at 13-Oct-2007 (11:46:33)
!# User velocity         : Vu=SQRT(4*{PI}*4.321*RHO*RC*RC*(1-(RC/R)*ATAN(R/RC)))
!# Total velocity        : Vt=SQRT(MG*VG*ABS(VG)+MD*VD*ABS(VD)+VU**2)
!# Chi-square            : 158.738
!# Red. Chi-square (N=288,n=3) : 0.556977
!# Parameter name  :           RC         RHO          MD          MG
!# Parameter value :     3.761450    28.590401     1.579930     1.000000 
!# Parameter error :     0.153597     1.909486     0.037342     0.000000 
!#
!# Radius |  vgas   |  vdisk  |  vbulge |  vobs   | err vobs|   Vu    |   Vt    |   Rxv   |   Vxy   |
!# kpc       km/s      km/s       km/s     km/s     km/s       km/s      km/s       kpc       km/s   
!#===================================================================================================
    12.13     37.36   56.0627         0     133.1     3.324   115.386   133.614         0         0   
    12.19      37.4   55.9375         0     133.1     3.218   115.529   133.696         0         0   
    12.25     37.48   55.8372         0     133.3     3.178   115.671     133.8         0         0   
    12.32     37.44   55.7653         0     132.9     3.189   115.836   133.901         0         0   
    12.38      37.5   55.5735         0     132.5      3.04   115.976   133.959         0         0   
    12.44     37.64   55.3057         0     132.9     3.948   116.114   134.007         0         0   
     12.5     37.71   55.1129         0     133.3     3.372   116.251   134.067         0         0   
    12.57     37.73   54.9836         0     133.4      3.39    116.41   134.157         0         0   
    12.63     37.71   54.9498         0     133.1     3.353   116.545   134.255         0         0   
    12.69     37.62   54.8343         0     133.2     3.488   116.679   134.298         0         0   
    12.75     37.55   54.6044         0     133.1     3.537   116.812   134.301         0         0   
    12.82      37.4   54.3306         0     133.9     3.615   116.965   134.281         0         0   
    12.88     37.36   54.1876         0     133.3     6.303   117.096   134.326         0         0   
    12.94     37.46   54.0887         0     133.4     3.781   117.225   134.427         0         0   
    13.01     37.46   54.0477         0     133.9     3.714   117.374   134.541         0         0   
    13.07     37.29   53.8994         0     134.2     4.379   117.501   134.545         0         0   
    13.13     37.17    53.649         0     134.9      4.65   117.628   134.522         0         0   
    13.19     37.17   53.4429         0       135     4.179   117.753   134.549         0         0   
    13.26     37.11   53.3065         0     134.1      4.45   117.897   134.605         0         0   
    13.32     37.05   53.2198         0     134.3      4.59    118.02   134.662         0         0   
    13.38     36.95   53.1941         0     134.3     4.576   118.142   134.731         0         0   
    13.44     36.89   53.0185         0     135.4     4.159   118.263   134.751         0         0   
    13.51     36.99   52.7518         0     136.5     4.006   118.403   134.797         0         0   
    13.57      37.1   52.5866         0     136.8     4.374   118.522   134.867         0         0   
    13.63     37.15   52.4848         0     137.4     3.889    118.64   134.945         0         0   
    13.69     37.29   52.3992         0     137.8     4.052   118.757   135.053         0         0   
    13.76     37.51    52.347         0     138.5     4.291   118.892   135.213         0         0   
    13.82     37.59    52.127         0     139.4     4.718   119.007   135.252         0         0   
    13.88      37.5   51.9297         0     139.1     4.675   119.122   135.251         0         0   
    13.94     37.51   51.7917         0     139.9     5.065   119.235   135.301         0         0   
    14.01     37.61   51.6851         0     141.2     4.729   119.366   135.404         0         0   
    14.07      37.5   51.6849         0     142.4     4.556   119.478   135.471         0         0   
    14.13     37.29   51.5498         0     142.9       4.8   119.588    135.46         0         0   
    14.19     37.26   51.3294         0     143.9     4.446   119.698   135.465         0         0   
    14.26      37.3     51.12         0     141.4     4.846   119.825   135.509         0         0   
    14.32     37.27   51.0149         0     142.1     4.415   119.933   135.557         0         0   
    14.38     37.16   50.9337         0     141.6      4.61   120.041   135.591         0         0   
    14.44     37.11   50.9347         0     141.1     6.545   120.147   135.672         0         0   
    14.51     37.15   50.7365         0     139.8     4.895    120.27   135.717         0         0   
    14.57      37.2   50.5399         0     140.8     4.557   120.375   135.751         0         0   
    14.63     37.18   50.3846         0     140.3      4.94   120.479    135.78         0         0   
    14.69     37.16    50.289         0     139.7     4.891   120.582    135.83         0         0   
    14.76     37.13   50.2023         0     140.2     4.893   120.702   135.896         0         0   
    14.82     36.98   50.1846         0     139.7     4.545   120.803   135.939         0         0   
    14.88     36.88    49.989         0     139.5     4.288   120.904    135.93         0         0   
    14.94     36.88   49.8144         0     138.5     4.278   121.004   135.955         0         0   
    15.01     37.01   49.6666         0     137.3     4.754    121.12   136.039         0         0   
    15.07      37.2   49.5829         0     138.3     4.406   121.219   136.148         0         0   
    15.13     37.35   49.5105         0       141     3.761   121.317    136.25         0         0   
    15.19     37.39   49.4796         0     141.6     3.656   121.414   136.336         0         0   
    15.26     37.35   49.2563         0     140.7     3.531   121.526   136.345         0         0   
    15.32     37.32   49.0947         0     139.5     3.432   121.622   136.364         0         0   
    15.38      37.3   48.9955         0     140.6     3.371   121.717   136.407         0         0   
    15.44     37.26   48.9186         0     139.5     3.475   121.812   136.453         0         0   
    15.51     37.24   48.9207         0     138.7     3.367   121.921   136.546         0         0   
    15.57     37.18   48.7595         0     139.5     3.159   122.014   136.555         0         0   
    15.63     37.06    48.585         0     141.1      3.13   122.106   136.543         0         0   
    15.69     36.92   48.4386         0       140     3.084   122.198   136.535         0         0   
    15.76     36.73   48.3382         0     140.1     3.011   122.304   136.543         0         0   
    15.82     36.58   48.2708         0     140.9     2.845   122.394    136.56         0         0   
